http://	<urlopen error no host given>
http://acoss.org.au/images/uploads/Poverty%20Report%202013_FINAL.pdf	HTTP Error 403: Forbidden
http://iwc.int/convention	HTTP Error 403: Forbidden
http://www.alp.org.au/bestpracticetobaccopolicy	HTTP Error 308: Permanent Redirect
http://www.xiamenair.com/cn/en/aboutus/	HTTP Error 404: Not Found
http://tanyaplibersek.com/2014/10/doorstop-interview-saturday-18-october-2014/	HTTP Error 404: Not Found
http://www.pbs.gov.au/industry/pricing/eapd/factsheet1-eapd-cycles-v2.pdf	HTTP Error 404: Not Found
http://pmtranscripts.dpmc.gov.au/release/transcript-7772	HTTP Error 404: Not Found
http://www.guild.org.au/docs/default-source/public-documents/news-and-events/Community-Pharmacy-Under-Threat/price-disclosure-change-to-put-even-more-pressure-on-pharmacies.pdf?sfvrsn=0	HTTP Error 404: Not Found
http://westernsydneyairport.gov.au/airport_plan/index.aspx	HTTP Error 404: Not Found
http://www.ford.com.au/about/newsroom-result?article=1249024395989	<urlopen error [Errno 11004] getaddrinfo failed>
http://www.anao.gov.au/~/media/Files/Audit%20Reports/2012%202013/Audit%20Report%2038/Audit%20Report%2038.pdf	HTTP Error 404: Not Found
http://studyassist.gov.au/sites/StudyAssist/HelpfulResources/Documents/2014%20-%20Thinking%20about%20studying%20(FEE-HELP)%20brochure.pdf	HTTP Error 404: Not Found
https://sjmc.gov.au/	HTTP Error 403: Forbidden
http://www.nato.int/cps/en/natolive/official_texts_17120.htm	HTTP Error 403: Forbidden
http://www.pm.gov.au/media/2014-02-26/supporting-drought-affected-farmers	HTTP Error 404: Not Found
http://www.unodc.org/unodc/en/treaties/CTOC/countrylist-migrantsmugglingprotocol.html	HTTP Error 404: Not Found
http://www.dfat.gov.au/trade/negotiations/trade_in_agriculture.html	HTTP Error 404: Not Found
http://www.gbrmpa.gov.au/media-room/latest-news/corporate/2015/independent-report-brings-together-knowledge-on-dredging-and-disposal	HTTP Error 403: Forbidden
http://beijing.usembassy-china.org.cn/niv_howtoapply.html	<urlopen error timed out>
http://www.csiro.au/Portals/About-CSIRO/How-we-work/Budget--Performance/Portfolio-Budget-Statement-2012-13.aspx	HTTP Error 404: Not Found
https://www.border.gov.au/about/corporate/information/fact-sheets/60refugee#b	HTTP Error 404: NOT FOUND
https://www.liberal.org.au/disability-and-carers	HTTP Error 403: Forbidden
http://www.liberal.org.au/building-melbournes-east-west-link	HTTP Error 403: Forbidden
http://www.apsc.gov.au/about-the-apsc/parliamentary/state-of-the-service/new-sosr/04-employee-engagement#footnote-19	HTTP Error 404: Not Found
http://www.ato.gov.au/General/Fringe-benefits-tax/In-detail/Employers-guide/Car-fringe-benefits/	HTTP Error 403: Forbidden
http://anthonyalbanese.com.au/category/ministerial-media-releases/page/8	HTTP Error 403: Forbidden
http://www.oecd-ilibrary.org/sites/factbook-2013-en/12/02/01/index.html?itemId=/content/chapter/factbook-2013-98-en	HTTP Error 403: Forbidden
http://www.sfda.gov.sa/en/food/about/administration/mangement_food/Pages/EDOIFC-IslamicCenter.aspx	HTTP Error 302: The HTTP server returned a redirect error that would lead to an infinite loop.The last 30x error message was: Found
https://www.theaustralian.com.au/business/mining-energy/tony-abbott-says-its-time-government-forcibly-bought-liddell/news-story/fbd2d06af80b87a61a3c2ea59a2deeaa	HTTP Error 403: Forbidden
http://iwc.int/permits	HTTP Error 403: Forbidden
http://acoss.org.au/media/release/tackling_rising_child_poverty_must_be_core_purpose_of_44th_parliament_and_c	HTTP Error 403: Forbidden
http://www.ncbi.nlm.nih.gov/pmc/articles/PMC4264329/	HTTP Error 403: Forbidden
http://www.wellcome.ac.uk/Funding/Biomedical-science/Funded-projects/Major-initiatives/Cancer-Genome-Project/index.htm	HTTP Error 404: Not Found
http://www.alp.org.au/cm13_230813	HTTP Error 308: Permanent Redirect
http://parlinfo.aph.gov.au/parlInfo/download/committees/estimate/09c0e6e8-1dd3-46ea-9659-7946563384b4/toc_pdf/Community%20Affairs%20Legislation%20Committee_2014_06_02_2541.pdf;fileType=application%2Fpdf#search=%22committees/estimate/09c0e6e8-1dd3-46ea-9659-7946563384b4/0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/51ef71ed-8735-4265-917d-e3ae650d4de6/toc_pdf/House%20of%20Representatives_2015_10_20_3848.pdf;fileType=application%2Fpdf#search=%22chamber/hansardr/51ef71ed-8735-4265-917d-e3ae650d4de6/0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/legislation/billsdgs/3361366/upload_binary/3361366.pdf;fileType=application%2Fpdf#search=%22legislation/billsdgs/3361366%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://pmtranscripts.dpmc.gov.au/release/transcript-7944	HTTP Error 404: Not Found
http://www.ancre.com.au/	<urlopen error [Errno 11001] getaddrinfo failed>
http://iis.aastocks.com/20140122/001821797-0.PDF	HTTP Error 404: Not Found
http://www.thelancet.com/journals/lancet/article/PIIS0140-6736(95)90336-4/abstract	HTTP Error 302: The HTTP server returned a redirect error that would lead to an infinite loop.The last 30x error message was: Found
http://www.un.org/en/aboutun/history/1941-1950.shtml	HTTP Error 404: Not Found
http://www.aic.gov.au/documents/C/1/E/%7BC1EFCBE4-7FCE-4B22-8BB9-AFD965E2E536%7Dti138.pdf	HTTP Error 404: Not Found
http://maps.finance.gov.au/office_administration/Expenditure_on_Entitlements.html	HTTP Error 404: Not Found
http://www.dfo-mpo.gc.ca/science/publications/uww-msm/articles/beluga-eng.htm	HTTP Error 500: Internal Server Error
http://grattan.edu.au/static/files/assets/de60db0d/myth_of_markets_in_school_education.pdf	HTTP Error 404: Not Found
http://www.aph.gov.au/~/media/03%20Senators%20and%20Members/32%20Members/Lists/minlist_010713.ashx	HTTP Error 404: Not Found
http://www.pc.gov.au/research/visiting-researcher/productivity-slump	HTTP Error 404: Not Found
http://www.liberal.org.au/latest-news/2013/09/05/only-coalition-will-deliver-infrastructure-future	HTTP Error 403: Forbidden
http://www.taxi.vic.gov.au/__data/assets/word_doc/0004/113296/Uniform-hire-car-conditions.DOC	HTTP Error 404: Not Found
http://twitter.com/intent/tweet?text=Captain%20Wallis\'%20account&url=http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2017-09-27%2Ffact-check-did-lachlan-macquarie-commit-mass-murder-and-genocide%2F8981092&related=abcnews	HTTP Error 400: Bad Request
http://www.pyneonline.com.au/media/transcripts/press-conference-with-prime-minister	HTTP Error 404: Not Found
http://anthonyalbanese.com.au/feds-rip-off-south-australia-on-infrastructure-investment	HTTP Error 403: Forbidden
http://www.ato.gov.au/General/Fringe-benefits-tax/In-detail/Employers-guide/Car-fringe-benefits/?default=&page=10#7.5_Operating_cost_method	HTTP Error 403: Forbidden
http://www.environment.gov.au/wastepolicy/publications/organics-collection-manual/pubs/collection-manual-fs2.pdf	HTTP Error 404: Not Found
https://www.theaustralian.com.au/in-depth/community-under-siege/what-lies-behind-jihadist-convictions/news-story/2d3cfe45c1e489ba8ca418da7d7b8185	HTTP Error 403: Forbidden
http://acoss.org.au/policy/child_poverty/	HTTP Error 403: Forbidden
http://iwc.int/table_aboriginal	HTTP Error 403: Forbidden
http://www.hscic.gov.uk/catalogue/PUB17526/stat-smok-eng-2015-rep.pdf	HTTP Error 404: Not Found
https://www.liberal.org.au/fast-affordable-sooner-coalitions-plan-better-nbn	HTTP Error 403: Forbidden
http://parlinfo.aph.gov.au/parlInfo/download/media/pressrel/1744926/upload_binary/1744926.pdf;fileType=application%2Fpdf#search=%22media/pressrel/1744926%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/library/partypol/1120565/upload_binary/1120565.pdf;fileType=application/pdf#search=%221990s%201990%20liberal-national%20coalition%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/genpdf/chamber/hansards/9d7f2dc7-159c-40e7-b0f2-da449a22fc9d/0007/hansard_frag.pdf;fileType=application%2Fpdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fb9fdd3c0-0b71-4ff7-9a54-deaf6cfc2db3%2F0095%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.keepeek.com/Digital-Asset-Management/oecd/social-issues-migration-health/health-at-a-glance-2013/consultations-with-doctors_health_glance-2013-32-en#page2	HTTP Error 403: Forbidden
http://tanyaplibersek.com/2014/11/mckell-institute-address-inclusive-growth/	HTTP Error 404: Not Found
http://www.iucnredlist.org/about/overview#red_list_partnership	HTTP Error 404: Not Found
http://www.alp.org.au/cm28_280813	HTTP Error 308: Permanent Redirect
http://www.adelaidecitycouncil.com/development/major-projects/adelaide-oval-redevelopment/	HTTP Error 404: Not Found
http://www.guild.org.au/docs/default-source/public-documents/news-and-events/Community-Pharmacy-Under-Threat/under-threat-petition.pdf?sfvrsn=0	HTTP Error 404: Not Found
http://www.theglobalfund.org/documents/publications/progress_reports/Publication_2011Results_Report_en/	HTTP Error 404: Not Found
http://kateellis.com.au/newsroom/951/	HTTP Error 404: Not Found
https://www.pennywong.com.au/transcripts/sky-news-am-agenda/	HTTP Error 403: Forbidden
http://cache.treasury.gov.au/treasury/carbonpricemodelling/content/report/downloads/Modelling_Report_Consolidated.pdf	timed out
http://anthonyalbanese.com.au/radio-interview-fran-kelly-radio-national-breakfast	HTTP Error 403: Forbidden
http://www.ato.gov.au/General/Fringe-benefits-tax/In-detail/Employers-guide/FBT-exempt-benefits/?default=&page=28	HTTP Error 403: Forbidden
https://www.aei.gov.au/research/International-Student-Data/Pages/InternationalStudentData2012.aspx	<urlopen error [Errno 11001] getaddrinfo failed>
http://twitter.com/intent/tweet?text=Governor%20Macquarie\'s%20orders&url=http%3A%2F%2Fwww.abc.net.au%2Fnews%2F2017-09-27%2Ffact-check-did-lachlan-macquarie-commit-mass-murder-and-genocide%2F8981092&related=abcnews	HTTP Error 400: Bad Request
http://www.csiro.au/Portals/About-CSIRO/How-we-work/Budget--Performance/Portfolio-Budget-Statement.aspx	HTTP Error 404: Not Found
http://www.gladys.com.au/content/foley%E2%80%99s-magical-light-rail-line-%E2%80%93-now-you-see-it-yesterday-you-didn%E2%80%99t	HTTP Error 403: Forbidden
http://www.natsem.canberra.edu.au/storage/AMP.NATSEM%2032%20Income%20and%20Wealth%20Report%20-%20Smart%20Australians.pdf	timed out
http://www.apsc.gov.au/about-the-apsc/parliamentary/state-of-the-service/new-sosr/04-employee-engagement#footnote-32	HTTP Error 404: Not Found
http://www.aer.gov.au/sites/default/files/2014%20Annual%20distribution%20benchmarking%20report%20-%20November%202014_0.pdf	HTTP Error 404: Not Found
https://www.theaustralian.com.au/national-affairs/david-leyonhjelm-revives-fight-with-sarah-hansonyoung/news-story/45f61116175a743849ce05392aa9efae	HTTP Error 403: Forbidden
http://www.liberal.org.au/creating-green-army	HTTP Error 403: Forbidden
http://iwc.int/table_objection	HTTP Error 403: Forbidden
http://www.wellcome.ac.uk/Investments/stellent/groups/corporatesite/@msh_publishing_group/documents/web_document/WTP055010.pdf	HTTP Error 404: Not Found
http://www.budget.nsw.gov.au/__data/assets/pdf_file/0004/124276/bp3_04health.pdf	HTTP Error 403: Forbidden
http://www0.health.nsw.gov.au/resources/govreview/pdf/governance_report.pdf	[WinError 10054] An existing connection was forcibly closed by the remote host
http://www.alp.org.au/cm5_290813	HTTP Error 308: Permanent Redirect
http://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/52343173-f805-4dee-a657-0b931f78bc41/toc_pdf/House%20of%20Representatives_2014_05_27_2477.pdf;fileType=application%2Fpdf#search=%22chamber/hansardr/52343173-f805-4dee-a657-0b931f78bc41/0103%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/committees/estimate/12152dc9-bf84-4e80-b365-d24cc32034f3/toc_pdf/Legal%20and%20Constitutional%20Affairs%20Legislation%20Committee_2015_05_26_3496.pdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/legislation/billsdgs/3887912/upload_binary/3887912.pdf;fileType=application/pdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.adelaidenow.com.au/news/opinion/alexander-downer-turning-the-boats-to-the-right/story-e6freabc-1226672166562	HTTP Error 403: Forbidden
http://www.andrewrobb.com.au/Portfolio/PortfolioMediaReleases/tabid/71/articleType/ArticleView/articleId/1544/LABORS-ATTACK-ON-THE-COALITIONS-BUDGET-POSITION-RIDDLED-WITH-ERRORS.aspx	HTTP Error 404: Not Found
http://www.un.org/en/documents/charter/chapter1.shtml	HTTP Error 404: Not Found
https://openknowledge.worldbank.org/bitstream/handle/10986/3983/WPS5500.pdf?sequence=1	HTTP Error 429: Too Many Requests
http://anthonyalbanese.com.au/transcript-of-doorstop-parliament-house-canberra-3	HTTP Error 403: Forbidden
http://www.ato.gov.au/General/PAYG-instalments/In-detail/Companies/Choosing-a-payment-option-for-PAYG-instalments/	HTTP Error 403: Forbidden
http://www.econlib.org/library/Enc/KeynesianEconomics.html	HTTP Error 403: Forbidden
http://www.oecd.org/ctp/tax-policy/revenuestatisticstaxratioschangesbetween2007and2011.htm	HTTP Error 404: Not Found
https://www.peo.gov.au/learning/fact-sheets/referendums-and-plebiscites.html	HTTP Error 403: Forbidden
https://www.nps.org.au/medicines/pain-relief/simple-pain-reliever-and-fever-medicines/paracetamol/for-individuals/brands/panadol-tablets	HTTP Error 404: Not Found
http://www.pm.gov.au/media/2014-04-15/joint-press-conference-canberra	HTTP Error 404: Not Found
https://datawrapper.dwcdn.net/ku5s8/2?abcnewsembedheight=370	HTTP Error 403: Forbidden
http://www.minister.immi.gov.au/media/sm/2014/sm214759.htm	HTTP Error 404: NOT FOUND
http://iwc.int/table_permit	HTTP Error 403: Forbidden
https://www.theaustralian.com.au/national-affairs/dualcitizen-mps-mother-tells-she-didnt-contact-me-i-would-have-helped/news-story/e31920ca6b81ae5b0b8eb51f06079e48	HTTP Error 403: Forbidden
https://www.aer.gov.au/sites/default/files/State%20of%20the%20energy%20market%202014%20-%20Complete%20report%20%28A4%29_0.pdf	HTTP Error 404: Not Found
http://www.budget.nsw.gov.au/__data/assets/pdf_file/0013/124330/2014-15_Budget_Paper_No._2.pdf	HTTP Error 403: Forbidden
http://grattan.edu.au/static/files/assets/ff6f7fe2/187_budget_pressures_report.pdf	HTTP Error 404: Not Found
http://www.adelaidenow.com.au/news/sa-election-2018/labor-promises-funding-equipment-for-surf-life-saving-clubs-across-south-australia-ahead-of-march-election/news-story/3aa67ff8fb8f1374bd6a168a9ad0f9ce	HTTP Error 403: Forbidden
http://parlinfo.aph.gov.au/parlInfo/download/library/partypol/1145583/upload_binary/1145583.pdf;fileType=application/pdf#search=%221980s%201987%20liberal%20party%20of%20australia%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/media/pressrel/1972841/upload_binary/1972841.pdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fd376893a-a137-4f4f-8358-337edb90aa4b%2F0028%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/genpdf/chamber/hansards/9d7f2dc7-159c-40e7-b0f2-da449a22fc9d/0215/hansard_frag.pdf;fileType=application%2Fpdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.liberal.org.au/latest-news/2014/04/23/case-change-address-hon-joe-hockey-mp-treasurer	HTTP Error 403: Forbidden
http://www.pyneonline.com.au/media/transcripts/sky-news-viewpoint	HTTP Error 404: Not Found
http://www.un.org/en/documents/charter/chapter7.shtml	HTTP Error 404: Not Found
https://www.immigration.govt.nz/documents/about-us/media-factsheets/refugees-and-asylum-seekers-factsheet.pdf	HTTP Error 404: Not Found
http://anthonyalbanese.com.au/transcript-of-radio-interview-2ue-tim-webster-program	HTTP Error 403: Forbidden
http://www.andrewwilkie.org/content/index.php/awmp/home_news_extended/a_statement_on_the_never_ending_madness_in_nauru	HTTP Error 503: Service Temporarily Unavailable
http://www.ato.gov.au/General/PAYG-instalments/In-detail/Introduction/Introduction-to-PAYG-instalments/	HTTP Error 403: Forbidden
https://p2p-prod-assets.s3.amazonaws.com/p2p/s3fs-public/discussion-paper.pdf	HTTP Error 403: Forbidden
http://www.austlii.edu.au/au/legis/cth/consol_act/fwia2012306/	HTTP Error 404: File Not Found
http://www.guild.org.au/docs/default-source/public-documents/news-and-events/media-releases/2013/medicines-australia-report-confirms-impact-of-price-disclosure.pdf?sfvrsn=0	HTTP Error 404: Not Found
http://www.aic.gov.au/media_library/publications/mr/mr23/mr23.pdf	HTTP Error 404: Not Found
https://www.nsw.gov.au/alcohol-and-drug-fuelled-violence-initiatives	HTTP Error 403: Forbidden
http://www.adelaidenow.com.au/news/south-australia/opposition-leader-steven-marshall-launches-literacy-guarantee-policy-for-south-australian-students/news-story/eb7be607b2b4ceb96e5f9e26c745fde1	HTTP Error 403: Forbidden
http://www.keepeek.com/Digital-Asset-Management/oecd/taxation/revenue-statistics-2014_rev_stats-2014-en-fr#page1	HTTP Error 403: Forbidden
http://www.csiro.au/Portals/Media/CSIRO-innovation-could-reduce-emissions.aspx	HTTP Error 404: Not Found
http://www.aer.gov.au/sites/default/files/Annual%20report%20on%20the%20performance%20of%20the%20retail%20energy%20market%202013-14.PDF	HTTP Error 404: Not Found
http://www.a-pac.tv/video/	HTTP Error 404: Not Found
http://parlinfo.aph.gov.au/parlInfo/download/legislation/billsdgs/5347373/upload_binary/5347373.pdf;fileType=application/pdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/committees/estimate/13174/toc_pdf/7667-2.pdf;fileType=application%2Fpdf#search=%22committees/estimate/13174/0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/66ebdf1a-c676-47e2-b941-deb23e551e94/toc_pdf/House%20of%20Representatives_2016_02_09_4089.pdf;fileType=application%2Fpdf#search=%22chamber/hansardr/66ebdf1a-c676-47e2-b941-deb23e551e94/0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.liberal.org.au/fast-affordable-sooner-coalitions-plan-better-nbn	HTTP Error 403: Forbidden
http://www.pcr.uu.se/research/ucdp/definitions/definition_of_armed_conflict/	HTTP Error 404: Not Found
http://www.ato.gov.au/General/PAYG-instalments/In-detail/Introduction/Introduction-to-annual-PAYG-instalments/	HTTP Error 403: Forbidden
http://www.apsc.gov.au/aps-employment-policy-and-advice/employment-framework/australian-public-service-agencies	HTTP Error 404: Not Found
http://www.antara.co.id/en/news/90847/indonesia-issues-warningagainst-australias-boat-people-policy	HTTP Error 404: Not Found
https://www.nsw.gov.au/sites/default/files/miscellaneous/electricity_network_services.pdf	HTTP Error 403: Forbidden
http://carmeltebbutt.com.au/node/1120	<urlopen error [Errno 11001] getaddrinfo failed>
http://www.adelaidenow.com.au/news/south-australia/state-election-liberals-pledge-to-appoint-aboriginal-childrens-commissioner-if-it-wins-office/news-story/8c6240a5009579ba891042d64da0622e	HTTP Error 403: Forbidden
http://www.un.org/en/documents/charter/intro.shtml	HTTP Error 404: Not Found
http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fd376893a-a137-4f4f-8358-337edb90aa4b%2F0190%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/genpdf/chamber/hansards/ac24fb2b-74f6-47ad-bf9f-61ebf6a29462/0292/hansard_frag.pdf;fileType=application%2Fpdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.austlii.edu.au/au/cases/cth/FCA/2006/1334.html	HTTP Error 410: Gone
http://parlinfo.aph.gov.au/parlInfo/download/media/pressrel/2309723/upload_binary/2309723.pdf;fileType=application%2Fpdf#search=%22garrett%20garrett%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/library/partypol/1145598/upload_binary/1145598.pdf;fileType=application/pdf#search=%221980s%201987%20liberal%20party%20of%20australia%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.ato.gov.au/Individuals/Income-and-deductions/Deductions-you-can-claim/Self-education-expenses/Eligible-courses/	HTTP Error 403: Forbidden
http://www.defence.gov.au/whitepaper2013/	HTTP Error 404: Not Found
http://www.igis.gov.au/about/index.cfm	HTTP Error 404: Not Found
https://www.qantasnewsroom.com.au/wp-content/uploads/2017/12/Qantas-Tax-Report-2017.pdf	HTTP Error 403: Forbidden
http://www.education.vic.gov.au/Documents/about/department/learningcommuity29nov.pdf	HTTP Error 404: NOT FOUND
http://www.rsmi.com.au/rsbcwr/_assets/main/lib100039/pbs%20reforms%20-%20what%20you%20can%20do%20now.pdf	HTTP Error 404: Not Found
http://www.pc.gov.au/__data/assets/pdf_file/0005/129749/ageing-australia.pdf	HTTP Error 404: Not Found
https://www.pm.gov.au/media/2013-10-15/joint-press-conference-parliament-house-canberra	HTTP Error 404: Not Found
http://www.jcr.co.jp/release/pdfen/12i081KDBen.pdf?PHPSESSID=2275a7030d290200caaadd02144e256f	HTTP Error 404: Not Found
http://asic.gov.au/about-asic/asic-investigations-and-enforcement/asic-s-compulsory-information-gathering-powers/	HTTP Error 403: Forbidden
http://www.immi.gov.au/visas/students/485/	HTTP Error 404: Not Found
https://dfat.gov.au/about-us/corporate/freedom-of-information/Documents/dfat-foi-11-21940.pdf	HTTP Error 404: Not Found
http://www.taxi.vic.gov.au/drivers/hire-car-drivers/metropolitan-hire-car-knowledge-test-new-drivers	HTTP Error 404: Not Found
http://www.liberal.org.au/latest-news/2014/04/28/prime-minister-address-sydney-institute	HTTP Error 403: Forbidden
http://www.natsem.canberra.edu.au/storage/Poverty-Social-Exclusion-and-Disadvantage.pdf	timed out
http://www.adelaidenow.com.au/news/south-australia/sunday-mail-your-say-sa-survey-finds-south-australians-abandoning-support-for-tackling-climate-change/news-story/19bab78c2ccf2f9cba60d8551c1435f2	HTTP Error 403: Forbidden
http://www.ato.gov.au/Rates/Company-tax/	HTTP Error 403: Forbidden
http://parlinfo.aph.gov.au/parlInfo/download/committees/estimate/142e5e22-66a9-49c1-bd08-7c2798d4938c/toc_pdf/Education%20and%20Employment%20Legislation%20Committee_2014_06_04_2529.pdf;fileType=application%2Fpdf#search=%22committees/estimate/142e5e22-66a9-49c1-bd08-7c2798d4938c/0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/chamber/hansardr/6f011bde-9138-44d1-93a9-08f7c4113f58/toc_pdf/House%20of%20Representatives_2014_05_26_2474.pdf;fileType=application%2Fpdf#search=%22chamber/hansardr/6f011bde-9138-44d1-93a9-08f7c4113f58/0000%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/legislation/billsdgs/M7Z10/upload_binary/M7Z10.pdf;fileType=application%2Fpdf#search=%226O2%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.defence.gov.au/whitepaper2013/docs/WP_2013_web.pdf	HTTP Error 404: Not Found
http://www.pcrm.org/good-medicine/2006/spring/lightening-the-load-new-scientific-review-finds	HTTP Error 404: Not Found
https://eosweb.larc.nasa.gov/cgi-bin/sse/global.cgi?email=skip@larc.nasa.gov	HTTP Error 502: Proxy Error
http://www.austlii.edu.au/au/legis/cth/consol_act/aea2013210/s65.html	HTTP Error 404: File Not Found
http://www.premier.vic.gov.au/images/stories/documents/mediareleases/2012/120629_Baillieu-Napthine-Combet_-_40_million_funding_for_Point_Henry_Aluminium_Smelter.pdf	HTTP Error 404: Not Found
http://www.aer.gov.au/sites/default/files/Complete%20report%20A4.pdf	HTTP Error 404: Not Found
http://www.csiro.au/Portals/Media/Media-statement.aspx	HTTP Error 404: Not Found
http://www.liberal.org.au/fixing-bruce-highway	HTTP Error 403: Forbidden
http://www.apsc.gov.au/home/latest-news/guidance-for-departments-and-agencies-regarding-interim-arrangements-for-aps-recruitment-processes	HTTP Error 404: Not Found
https://pmtranscripts.dpmc.gov.au/release/transcript-17505	<urlopen error [WinError 10061] No connection could be made because the target machine actively refused it>
http://korea.ssrn.com/delivery.php?ID=248031024064083092088125112068120101010040072058017034066064113120083090112083064066063000002000122001112001070109096086074091052047036085068088126096112089067024069084080026091009104119100003085102025118029103092007020066118092065074000030119081069&EXT=pdf	<urlopen error timed out>
http://www.abc.net.au/4corners/content/2009/s2705327.htm	HTTP Error 404: Not Found
http://www.pm.gov.au/media/2014-04-30/joint-press-conference-geelong-victoria	HTTP Error 404: Not Found
http://www.keepeek.com/Digital-Asset-Management/oecd/taxation/revenue-statistics-2014_rev_stats-2014-en-fr#page321	HTTP Error 403: Forbidden
http://parlinfo.aph.gov.au/parlInfo/download/library/partypol/1145612/upload_binary/1145612.pdf;fileType=application/pdf#search=%221980s%20liberal%20party%20of%20australia%201987%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/search/display/display.w3p;query=Id%3A%22chamber%2Fhansardr%2Fdff2f362-577c-44bb-a29c-3d98a57a635a%2F0109%22;src1=sm1	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/download/media/pressrel/2373570/upload_binary/2373570.pdf;fileType=application%2Fpdf#search=%22media/pressrel/2373570%22	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://parlinfo.aph.gov.au/parlInfo/genpdf/chamber/hansards/ec1aa7d7-8aac-44ed-95b8-9d749c60fe85/0136/hansard_frag.pdf;fileType=application%2Fpdf	<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed (_ssl.c:833)>
http://www.mediastatements.wa.gov.au/pages/StatementDetails.aspx?listName=StatementsBarnett&StatId=3115	HTTP Error 404: Not Found
http://www.austlii.edu.au/au/cases/cth/HCA/1945/30.html	HTTP Error 410: Gone
http://www.aic.gov.au/media_library/publications/rpp/116/rpp116.pdf	HTTP Error 404: Not Found
http://www.minister.immi.gov.au/media/tb/2013/tb205187.htm	HTTP Error 404: NOT FOUND
