claim_id	claim	label	claim_url	reason	categories	speaker	checker	tags	article_title	publish_date	claim_date
88	Times HOW strikes again, hoodwinks WION, Pakistani media and social media users	None	http://www.altnews.in/times-how-strikes-again-hoodwinks-wion-pakistani-media-and-social-media-users/	None	None	None	Arjun Sidharth	None	Times HOW strikes again, hoodwinks WION, Pakistani media and social media users	2018-07-30T22:41:20+00:00	None
89	Fact-check: Did Tamil Nadu Dy CM O.Panneerselvam bow before PM Modi?	None	http://www.altnews.in/fact-check-did-tamil-nadu-dy-cm-o-panneerselvam-bow-before-pm-modi/	None	None	None	Jignesh Patel	None	Fact-check: Did Tamil Nadu Dy CM O.Panneerselvam bow before PM Modi?	2018-07-28T22:41:03+00:00	None
90	Viral: Article criticizing Gandhi family falsely ascribed to journalist Mark Tully	None	http://www.altnews.in/viral-article-criticizing-gandhi-family-falsely-ascribed-to-journalist-mark-tully/	None	None	None	Jignesh Patel	None	Viral: Article criticizing Gandhi family falsely ascribed to journalist Mark Tully	2018-07-27T10:47:03+00:00	None
91	Fake Claim: Rahul Gandhi’s speech on Lok Sabha TV was seen by 48 lakh viewers	None	http://www.altnews.in/fake-claim-rahul-gandhis-speech-on-lok-sabha-tv-was-seen-by-48-lakh-viewers/	None	None	None	Jignesh Patel	None	Fake Claim: Rahul Gandhi’s speech on Lok Sabha TV was seen by 48 lakh viewers	2018-07-26T08:55:41+00:00	None
92	Spot the photoshop – Is there any similarity between the images of PM Modi and Hitler?	None	http://www.altnews.in/hitker-modi-photoshopped-image-child/	None	None	None	Pooja Chaudhuri	None	Spot the photoshop – Is there any similarity between the images of PM Modi and Hitler?	2018-07-25T21:28:38+00:00	None
93	Masquerading as Govt initiatives, scam websites con readers with offers of free bicycles, helmets	None	http://www.altnews.in/fake-whatsapp-viral-free-bicycles-helmets/	None	None	None	Pooja Chaudhuri	None	Masquerading as Govt initiatives, scam websites con readers with offers of free bicycles, helmets	2018-07-24T09:44:31+00:00	None
94	Morphed screenshot of Swara Bhasker’s tweet circulated on social media	None	http://www.altnews.in/morphed-screenshot-of-swara-bhaskers-tweet-circulated-on-social-media/	None	None	None	Jignesh Patel	None	Morphed screenshot of Swara Bhasker’s tweet circulated on social media	2018-07-20T00:38:06+00:00	None
95	Is this Narendra Modi surrounded by world leaders? No, it is a photoshopped image.	None	http://www.altnews.in/is-this-narendra-modi-surrounded-by-world-leaders-no-it-is-a-photoshopped-image/	None	None	None	Jignesh Patel	None	Is this Narendra Modi surrounded by world leaders? No, it is a photoshopped image.	2018-07-19T17:34:44+00:00	None
96	Image of Rahul Gandhi with portrait of Aurangzeb in background viral on social media	None	http://www.altnews.in/image-of-rahul-gandhi-with-portrait-of-aurangzeb-in-background-viral-on-social-media/	None	None	None	Jignesh Patel	None	Image of Rahul Gandhi with portrait of Aurangzeb in background viral on social media	2018-07-17T20:37:00+00:00	None
97	Did India’s economy plummet from 3rd largest in the world in 2011 to 6th largest in 2017?	None	http://www.altnews.in/did-indias-economy-plummet-from-3rd-largest-in-the-world-in-2011-to-6th-largest-in-2017/	None	None	None	Arjun Sidharth	None	Did India’s economy plummet from 3rd largest in the world in 2011 to 6th largest in 2017?	2018-07-16T10:18:58+00:00	None
98	Did Rahul Gandhi say Congress is a party of Muslims? Meeting participants refute claim	None	http://www.altnews.in/did-rahul-gandhi-say-congress-is-a-party-of-muslims-meeting-participants-refute-claim/	None	None	None	Arjun Sidharth	None	Did Rahul Gandhi say Congress is a party of Muslims? Meeting participants refute claim	2018-07-15T15:24:57+00:00	None
99	No, Shabana Azmi never said, “India is not a great country, because Muslims are not happy here”	None	http://www.altnews.in/no-shabana-azmi-never-said-india-is-not-a-great-country-because-muslims-are-not-happy-here/	None	None	None	Jignesh Patel	None	No, Shabana Azmi never said, “India is not a great country, because Muslims are not happy here”	2018-07-14T11:41:18+00:00	None
100	Sensationalism, sleaze and misogyny – the other face of right-wing propaganda	None	http://www.altnews.in/sensationalism-sleaze-and-misogyny-the-other-face-of-right-wing-propaganda/	None	None	None	Pooja Chaudhuri	None	Sensationalism, sleaze and misogyny – the other face of right-wing propaganda	2018-07-10T21:07:35+00:00	None
101	Congress twitter handle shares old video as public outrage in PM Modi’s Jaipur rally	None	http://www.altnews.in/congress-twitter-handle-shares-old-video-as-public-outrage-in-pm-modis-jaipur-rally/	None	None	None	Jignesh Patel	None	Congress twitter handle shares old video as public outrage in PM Modi’s Jaipur rally	2018-07-08T14:20:52+00:00	None
102	Hindu khatre mein hai? How the fake news ecosystem targets minorities to create a fear psychosis	None	http://www.altnews.in/hindu-khatre-mein-hai-how-the-fake-news-ecosystem-targets-minorities-to-create-a-fear-psychosis/	None	None	None	Arjun Sidharth	None	Hindu khatre mein hai? How the fake news ecosystem targets minorities to create a fear psychosis	2018-07-08T09:52:44+00:00	None
103	Unearthing fake quotes on Mandsaur rape ascribed to Congress leaders	None	http://www.altnews.in/fake-quotes-congress-leaders-mandsaur-rape/	None	None	None	Pooja Chaudhuri	None	Unearthing fake quotes on Mandsaur rape ascribed to Congress leaders	2018-07-04T23:27:37+00:00	None
104	No, Subramanian Swamy wasn’t seeing off his daughter and grand daughter to Haj	None	http://www.altnews.in/no-subramanian-swamy-wasnt-seeing-off-his-daughter-and-grand-daughter-to-haj/	None	None	None	Jignesh Patel	None	No, Subramanian Swamy wasn’t seeing off his daughter and grand daughter to Haj	2018-07-03T18:27:29+00:00	None
105	Kiren Rijiju tweets football video of Brazilian child prodigy to laud PM Modi’s emphasis on sport	None	http://www.altnews.in/kiren-rijiju-tweets-football-video-of-brazilian-child-to-laud-pm-modis-emphasis-on-sport/	None	None	None	Arjun Sidharth	None	Kiren Rijiju tweets football video of Brazilian child prodigy to laud PM Modi’s emphasis on sport	2018-07-02T23:10:19+00:00	None
106	Congress spokesperson Priyanka Chaturvedi and her daughter threatened on social media over fake quote	None	http://www.altnews.in/priyanka-chaturvedi-daughter-fake-quote-rape-threats/	None	None	None	Pooja Chaudhuri	None	Congress spokesperson Priyanka Chaturvedi and her daughter threatened on social media over fake quote	2018-07-02T19:02:08+00:00	None
107	Did Kabir, Nanak and Gorakhnath ‘sit together’ and discuss spirituality as claimed by PM Modi?	None	http://www.altnews.in/did-kabir-nanak-and-gorakhnath-sit-together-and-discuss-spirituality-as-claimed-by-pm-modi/	None	None	None	Arjun Sidharth	None	Did Kabir, Nanak and Gorakhnath ‘sit together’ and discuss spirituality as claimed by PM Modi?	2018-06-30T18:02:54+00:00	None
108	Fact-check: Did Manmohan Singh touch Sonia Gandhi’s feet?	None	http://www.altnews.in/fake-image-manmohan-singh-touching-sonia-gandh-feet/	None	None	None	Pooja Chaudhuri	None	Fact-check: Did Manmohan Singh touch Sonia Gandhi’s feet?	2018-06-29T17:37:16+00:00	None
109	Sambit Patra rubbishes rape allegation against him circulating on social media	None	http://www.altnews.in/sambit-patra-rubbishes-rape-allegation-against-him-circulating-on-social-media/	None	None	None	Arjun Sidharth	None	Sambit Patra rubbishes rape allegation against him circulating on social media	2018-06-27T18:49:16+00:00	None
110	“Had Modi not become PM, Congress would have destroyed India”- Fake quote ascribed to Pranab Mukherjee	None	http://www.altnews.in/had-modi-not-become-pm-congress-would-have-destroyed-india-fake-quote-ascribed-to-pranab-mukherjee/	None	None	None	Arjun Sidharth	None	“Had Modi not become PM, Congress would have destroyed India”- Fake quote ascribed to Pranab Mukherjee	2018-06-26T17:36:56+00:00	None
111	Fake quotes attributed to Digvijaya Singh viral on social media	None	http://www.altnews.in/fake-quotes-attributed-to-digvijaya-singh-viral-on-social-media/	None	None	None	Smit Bhatt	None	Fake quotes attributed to Digvijaya Singh viral on social media	2018-06-23T21:38:08+00:00	None
112	Social media users followed by PM Modi and BJP President Amit Shah continue to abuse Gauri Lankesh	None	http://www.altnews.in/social-media-users-followed-by-pm-modi-and-bjp-president-amit-shah-continue-to-abuse-gauri-lankesh/	None	None	None	Jignesh Patel	None	Social media users followed by PM Modi and BJP President Amit Shah continue to abuse Gauri Lankesh	2018-06-20T20:51:52+00:00	None
113	Rajasthan Congress Committee Gen Sec shares police lathi-charge video from Aligarh as Rajasthan	None	http://www.altnews.in/rajasthan-congress-committee-gen-sec-shares-police-lathi-charge-video-from-aligarh-as-rajasthan/	None	None	None	Pooja Chaudhuri	None	Rajasthan Congress Committee Gen Sec shares police lathi-charge video from Aligarh as Rajasthan	2018-06-20T18:30:44+00:00	None
114	Radhika Vemula terms claims of being offered money to speak against PM Modi as baseless	None	http://www.altnews.in/rohith-vemula-mother-rs-20-lakh-mulim-league-speak-against-modi-fake/	None	None	None	Pooja Chaudhuri	None	Radhika Vemula terms claims of being offered money to speak against PM Modi as baseless	2018-06-20T14:12:09+00:00	None
115	Old video from Assam shared as assault on Sikh truck driver by SP leader Azam Khan’s nephew	None	http://www.altnews.in/old-video-from-assam-shared-as-assault-on-sikh-truck-driver-by-sp-leader-azam-khans-nephew/	None	None	None	Smit Bhatt	None	Old video from Assam shared as assault on Sikh truck driver by SP leader Azam Khan’s nephew	2018-06-19T19:09:37+00:00	None
116	Indian High Commission in Kenya tweets photoshopped images of Indians doing Yoga; apologises	None	http://www.altnews.in/indian-high-commission-kenya-fake-image-yoga-mount-kenya/	None	None	None	Pooja Chaudhuri	None	Indian High Commission in Kenya tweets photoshopped images of Indians doing Yoga; apologises	2018-06-18T22:39:31+00:00	None
117	Postcard News shares a fake extract from former president Pranab Mukherjee’s book	None	http://www.altnews.in/postcard-news-shares-a-fake-extract-from-former-president-pranab-mukherjees-book/	None	None	None	Alt News Desk	None	Postcard News shares a fake extract from former president Pranab Mukherjee’s book	2018-06-18T20:56:57+00:00	None
118	Images of Ursula Andress from James Bond movie posted as Sonia Gandhi	None	http://www.altnews.in/ursula-andress-bond-movie-fake-image-sonia-gandhi/	None	None	None	Pooja Chaudhuri	None	Images of Ursula Andress from James Bond movie posted as Sonia Gandhi	2018-06-15T19:29:29+00:00	None
119	SP leader uses false images to claim Rajnath Singh plundered official residence before vacating	None	http://www.altnews.in/sp-leader-uses-false-images-to-claim-rajnath-singh-plundered-official-residence-before-vacating/	None	None	None	Jignesh Patel	None	SP leader uses false images to claim Rajnath Singh plundered official residence before vacating	2018-06-15T18:46:44+00:00	None
120	No, Rahul Gandhi, Coca-Cola was not started by a ‘shikanji’ seller	None	http://www.altnews.in/rahul-gandhi-coca-cola-shikhanji-seller/	None	None	None	Pooja Chaudhuri	None	No, Rahul Gandhi, Coca-Cola was not started by a ‘shikanji’ seller	2018-06-13T15:32:56+00:00	None
121	“You can never trust a Bengali” – Morphed tweet attributed to Shehla Rashid	None	http://www.altnews.in/you-can-never-trust-a-bengali-morphed-tweet-attributed-to-shehla-rashid/	None	None	None	Jignesh Patel	None	“You can never trust a Bengali” – Morphed tweet attributed to Shehla Rashid	2018-06-12T22:04:05+00:00	None
122	Shashi Tharoor tweets fake university letter rejecting Albert Einstein’s doctoral application	None	http://www.altnews.in/shashi-tharoor-tweets-fake-university-letter-rejecting-albert-einsteins-doctoral-application/	None	None	None	Jignesh Patel	None	Shashi Tharoor tweets fake university letter rejecting Albert Einstein’s doctoral application	2018-06-12T19:06:19+00:00	None
123	Fake news about Shehla Rashid booked for tweet on Nitin Gadkari circulates on social media	None	http://www.altnews.in/fake-news-about-shehla-rashid-booked-for-tweet-on-nitin-gadkari-circulates-on-social-media/	None	None	None	Jignesh Patel	None	Fake news about Shehla Rashid booked for tweet on Nitin Gadkari circulates on social media	2018-06-11T22:31:02+00:00	None
124	No, West Bengal government did not declare 5-day holiday for Eid	None	http://www.altnews.in/west-bengal-5-day-eid-holiday-fake-notification/	None	None	None	Pooja Chaudhuri	None	No, West Bengal government did not declare 5-day holiday for Eid	2018-06-11T16:13:44+00:00	None
125	Digvijay Singh tweets old image of damaged metro pillar from Pakistan as Bhopal	None	http://www.altnews.in/digvijay-singh-tweets-old-image-of-damaged-metro-pillar-from-pakistan-as-bhopal/	None	None	None	Pooja Chaudhuri	None	Digvijay Singh tweets old image of damaged metro pillar from Pakistan as Bhopal	2018-06-10T18:56:43+00:00	None
126	Photoshopped image of Pranab Mukherjee at RSS event: Whose handiwork is it?	None	http://www.altnews.in/photoshopped-image-of-pranab-mukherjee-at-rss-event-whose-handiwork-is-it/	None	None	None	Arjun Sidharth	None	Photoshopped image of Pranab Mukherjee at RSS event: Whose handiwork is it?	2018-06-09T11:19:03+00:00	None
127	Photo from farmers’ protest in Maharashtra shared with false claim, targets Congress	None	http://www.altnews.in/photo-from-farmers-protest-in-maharashtra-shared-with-false-claim-targets-congress/	None	None	None	Jignesh Patel	None	Photo from farmers’ protest in Maharashtra shared with false claim, targets Congress	2018-06-07T23:14:24+00:00	None
128	Photoshopped image circulated to malign INC candidate contesting bypoll in Bengaluru	None	http://www.altnews.in/photoshopped-image-circulated-to-malign-inc-candidate-contesting-bypoll-in-bengaluru/	None	None	None	Arjun Sidharth	None	Photoshopped image circulated to malign INC candidate contesting bypoll in Bengaluru	2018-06-06T19:28:43+00:00	None
129	Fake quotes industry targets Congress Party by ascribing false statements to Pranab Mukherjee	None	http://www.altnews.in/fake-quotes-industry-smears-congress-party-by-ascribing-false-statements-to-pranab-mukherjee/	None	None	None	Arjun Sidharth	None	Fake quotes industry targets Congress Party by ascribing false statements to Pranab Mukherjee	2018-06-06T16:47:29+00:00	None
130	No, Ashok Gehlot did not say that generating electricity will remove energy from water	None	http://www.altnews.in/no-ashok-gehlot-did-not-say-that-generating-electricity-will-remove-energy-from-water/	None	None	None	Arjun Sidharth	None	No, Ashok Gehlot did not say that generating electricity will remove energy from water	2018-06-05T20:23:43+00:00	None
131	Why so serious? Image from old satirical article shared as anti-Modi conclave schedule	None	http://www.altnews.in/why-so-serious-image-from-old-satirical-article-shared-as-anti-modi-conclave-schedule/	None	None	None	Pooja Chaudhuri	None	Why so serious? Image from old satirical article shared as anti-Modi conclave schedule	2018-06-04T20:02:48+00:00	None
132	“Victory for Allah, defeat of Ram”- Fake quote ascribed to new Kairana MP Tabassum Hasan	None	http://www.altnews.in/victory-for-allah-defeat-of-ram-fake-quote-ascribed-to-new-kairana-mp-tabassum-hasan/	None	None	None	Arjun Sidharth	None	“Victory for Allah, defeat of Ram”- Fake quote ascribed to new Kairana MP Tabassum Hasan	2018-06-01T20:31:20+00:00	None
133	Fake quote of Obama endorsing Rahul Gandhi for Prime Ministership shared by FB fan page	None	http://www.altnews.in/fake-quote-of-obama-endorsing-rahul-gandhi-for-prime-ministership-shared-by-fb-fan-page/	None	None	None	Arjun Sidharth	None	Fake quote of Obama endorsing Rahul Gandhi for Prime Ministership shared by FB fan page	2018-05-31T20:55:44+00:00	None
134	Union Ministers block social media users on Twitter. Is it fair to do so?	None	http://www.altnews.in/union-ministers-block-social-media-users-on-twitter-is-it-fair-to-do-so/	None	None	None	Arjun Sidharth	None	Union Ministers block social media users on Twitter. Is it fair to do so?	2018-05-30T18:56:33+00:00	None
135	Gujarat MLA Jignesh Mevani shares photoshopped image of Yogi Adityanath and Sri Sri	None	http://www.altnews.in/gujarat-mla-jignesh-mewani-shares-photoshopped-image-of-yogi-adityanath-and-sri-sri/	None	None	None	Arjun Sidharth	None	Gujarat MLA Jignesh Mevani shares photoshopped image of Yogi Adityanath and Sri Sri	2018-05-30T17:50:13+00:00	None
136	Fake news of Pakistani flag at Congress rally recirculates widely on social media	None	http://www.altnews.in/fake-news-of-pakistani-flag-at-congress-rally-recirculates-widely-on-social-media/	None	None	None	Arjun Sidharth	None	Fake news of Pakistani flag at Congress rally recirculates widely on social media	2018-05-29T13:58:35+00:00	None
137	BJP MP Paresh Rawal shares photoshopped tweet of Rahul Gandhi on fuel price rise	None	http://www.altnews.in/bjp-mp-paresh-rawal-shares-photoshopped-tweet-of-rahul-gandhi-on-fuel-price-rise/	None	None	None	Pratik Sinha	None	BJP MP Paresh Rawal shares photoshopped tweet of Rahul Gandhi on fuel price rise	2018-05-25T17:40:17+00:00	None
138	Was Congress leader caught in Karnataka with 20 crores which he was to handover to JDS?	None	http://www.altnews.in/was-congress-leader-caught-in-karnataka-with-20-crores-which-he-was-to-handover-to-jds/	None	None	None	Alt News Desk	None	Was Congress leader caught in Karnataka with 20 crores which he was to handover to JDS?	2018-05-22T21:03:23+00:00	None
139	No, White House has not declared Manmohan  Singh as the most honest political leader	None	http://www.altnews.in/no-white-house-has-not-declared-manmohan-singh-as-the-most-honest-political-leader/	None	None	None	Alt News Desk	None	No, White House has not declared Manmohan  Singh as the most honest political leader	2018-05-21T11:23:02+00:00	None
140	Viral: 2016 video of altercation between Congress’s DK Shivkumar and JDS’s Revanna	None	http://www.altnews.in/viral-2016-video-of-altercation-between-congresss-dk-shivkumar-and-jdss-revanna/	None	None	None	Alt News Desk	None	Viral: 2016 video of altercation between Congress’s DK Shivkumar and JDS’s Revanna	2018-05-20T22:08:32+00:00	None
141	Fake quote of Infosys co-founder Narayana Murthy praising PM Modi viral on social media	None	http://www.altnews.in/fake-quote-of-infosys-co-founder-narayana-murthy-praising-pm-modi-viral-on-social-media/	None	None	None	Pratik Sinha	None	Fake quote of Infosys co-founder Narayana Murthy praising PM Modi viral on social media	2018-05-18T19:53:17+00:00	None
142	Acronym gaffe – Yes, PM Modi did get the spelling of STRENGTH wrong in China	None	http://www.altnews.in/acronym-gaffe-yes-pm-modi-did-get-the-spelling-of-strength-wrong-in-china/	None	None	None	Alt News Desk	None	Acronym gaffe – Yes, PM Modi did get the spelling of STRENGTH wrong in China	2018-05-17T18:57:02+00:00	None
143	10 year old video being shared as BJP/RSS cadre attacking a church in Mangalore	None	http://www.altnews.in/10-year-old-video-being-shared-as-bjp-rss-cadre-attacking-a-church-in-mangalore/	None	None	None	Pratik Sinha	None	10 year old video being shared as BJP/RSS cadre attacking a church in Mangalore	2018-05-17T17:31:43+00:00	None
144	Fake quotes by global leaders praising PM Modi circulate on social media	None	http://www.altnews.in/fake-quotes-by-global-leaders-praising-pm-modi-circulate-on-social-media/	None	None	None	Arjun Sidharth	None	Fake quotes by global leaders praising PM Modi circulate on social media	2018-05-17T16:46:24+00:00	None
145	Viral photograph claims Nehru attended RSS shakha meeting. What is the truth?	None	http://www.altnews.in/viral-photograph-claims-nehru-attended-rss-shakha-meeting-what-is-the-truth/	None	None	None	Arjun Sidharth	None	Viral photograph claims Nehru attended RSS shakha meeting. What is the truth?	2018-05-14T13:36:20+00:00	None
146	Rahul Gandhi fan page posts fake news of Modi among most corrupt Prime Ministers	None	http://www.altnews.in/rahul-gandhi-fan-page-posts-fake-news-of-modi-among-most-corrupt-prime-ministers/	None	None	None	Arjun Sidharth	None	Rahul Gandhi fan page posts fake news of Modi among most corrupt Prime Ministers	2018-05-12T16:03:22+00:00	None
147	Postcard News circulates fake letter about Sonia Gandhi and Karnataka minister engineering Lingayat issue	None	http://www.altnews.in/postcard-news-circulates-fake-letter-about-sonia-gandhi-and-karnataka-minister-engineering-lingayat-issue/	None	None	None	Alt News Desk	None	Postcard News circulates fake letter about Sonia Gandhi and Karnataka minister engineering Lingayat issue	2018-05-11T16:22:54+00:00	None
148	Viral: Fake news of Pakistan flag waved at Congress rally in Karnataka	None	http://www.altnews.in/viral-fake-news-of-pakistan-flag-waved-at-congress-rally-in-karnataka/	None	None	None	Arjun Sidharth	None	Viral: Fake news of Pakistan flag waved at Congress rally in Karnataka	2018-05-11T00:43:25+00:00	None
149	Subramanian Swamy shares fake email about church involvement in Lingayat issue	None	http://www.altnews.in/subramanian-swamy-shares-fake-email-about-church-involvement-in-lingayat-issue/	None	None	None	Alt News Desk	None	Subramanian Swamy shares fake email about church involvement in Lingayat issue	2018-05-10T22:45:53+00:00	None
150	PM Modi claims no Congress leader visited Bhagat Singh in jail. What’s the truth?	None	http://www.altnews.in/pm-modi-claims-no-congress-leader-visited-bhagat-singh-in-jail-whats-the-truth/	None	None	None	Arjun Sidharth	None	PM Modi claims no Congress leader visited Bhagat Singh in jail. What’s the truth?	2018-05-10T17:45:40+00:00	None
151	Old video circulates with false claim that Rahul Gandhi termed Siddaramaiah Govt as corrupt	None	http://www.altnews.in/old-video-circulates-with-false-claim-that-rahul-gandhi-termed-siddaramaiah-govt-as-corrupt/	None	None	None	Arjun Sidharth	None	Old video circulates with false claim that Rahul Gandhi termed Siddaramaiah Govt as corrupt	2018-05-09T17:56:48+00:00	None
152	Shocking instances of plagiarism in the publications of right-wing think tank, India Foundation	None	http://www.altnews.in/shocking-instances-of-plagiarism-in-the-publications-of-right-wing-think-tank-india-foundation/	None	None	None	Alt News Desk	None	Shocking instances of plagiarism in the publications of right-wing think tank, India Foundation	2018-05-08T20:46:20+00:00	None
153	No, PM Modi did not garland Nathuram Godse’s bust	None	http://www.altnews.in/no-pm-modi-did-not-garland-nathuram-godses-bust/	None	None	None	Arjun Sidharth	None	No, PM Modi did not garland Nathuram Godse’s bust	2018-05-07T19:39:06+00:00	None
154	Fake ‘Janta Ki Baat’ opinion poll with BBC News logo predicts BJP win in Karnataka	None	http://www.altnews.in/fake-janta-ki-baat-opinion-poll-with-bbc-news-logo-predicts-bjp-win-in-karnataka/	None	None	None	Arjun Sidharth	None	Fake ‘Janta Ki Baat’ opinion poll with BBC News logo predicts BJP win in Karnataka	2018-05-07T17:29:38+00:00	None
155	AAP leader Sanjay Singh shares old picture of Kargil martyr kin with false claims	None	http://www.altnews.in/aap-leader-sanjay-singh-shares-old-picture-of-kargil-martyr-kin-with-false-claims/	None	None	None	Arjun Sidharth	None	AAP leader Sanjay Singh shares old picture of Kargil martyr kin with false claims	2018-05-07T14:54:08+00:00	None
156	Viral: Video from Malaysia shared as harassment faced by a woman in Bengaluru	None	http://www.altnews.in/viral-video-from-malaysia-shared-as-harassment-faced-by-a-woman-in-bengaluru/	None	None	None	Alt News Desk	None	Viral: Video from Malaysia shared as harassment faced by a woman in Bengaluru	2018-05-07T14:14:07+00:00	None
157	Maker of crass, communal and misogynistic cartoons praised by PM Modi on Twitter	None	http://www.altnews.in/maker-of-crass-communal-and-misogynistic-cartoons-praised-by-pm-modi-on-twitter/	None	None	None	Arjun Sidharth	None	Maker of crass, communal and misogynistic cartoons praised by PM Modi on Twitter	2018-05-07T00:48:30+00:00	None
158	The photograph of PM Modi’s mother in an auto-rickshaw is not photo-shopped	None	http://www.altnews.in/the-photograph-of-pm-modis-mother-in-an-auto-rickshaw-is-not-photo-shopped/	None	None	None	Alt News Desk	None	The photograph of PM Modi’s mother in an auto-rickshaw is not photo-shopped	2018-05-06T17:42:16+00:00	None
159	Fake news claims Raghuram Rajan appointed Governor of Bank of England	None	http://www.altnews.in/fake-news-claims-raghuram-rajan-appointed-governor-of-bank-of-england/	None	None	None	Arjun Sidharth	None	Fake news claims Raghuram Rajan appointed Governor of Bank of England	2018-05-06T00:14:14+00:00	None
160	Viral: Old, false case from Meerut circulated as recent incident of rape inside madrasa	None	http://www.altnews.in/viral-old-false-case-from-meerut-circulated-as-recent-incident-of-rape-inside-madrasa/	None	None	None	Arjun Sidharth	None	Viral: Old, false case from Meerut circulated as recent incident of rape inside madrasa	2018-05-05T15:46:59+00:00	None
161	No, AMU students did not chant ‘Bharat se lenge Azaadi’	None	http://www.altnews.in/no-amu-students-did-not-chant-bharat-se-lenge-azadi/	None	None	None	Arjun Sidharth	None	No, AMU students did not chant ‘Bharat se lenge Azaadi’	2018-05-04T22:38:21+00:00	None
162	Old video of PM Modi rally in Varanasi shared as Udupi rally ahead of Karnataka elections	None	http://www.altnews.in/old-video-of-pm-modi-rally-in-varanasi-shared-as-udupi-rally-ahead-of-karnataka-elections/	None	None	None	Arjun Sidharth	None	Old video of PM Modi rally in Varanasi shared as Udupi rally ahead of Karnataka elections	2018-05-04T16:16:34+00:00	None
163	Inflammatory, fake post claims Christian man burned alive for converting Hindus in Nepal	None	http://www.altnews.in/inflammatory-fake-post-claims-christian-man-burned-alive-for-converting-hindus-in-nepal/	None	None	None	Arjun Sidharth	None	Inflammatory, fake post claims Christian man burned alive for converting Hindus in Nepal	2018-05-03T18:03:00+00:00	None
164	Viral: Fake news about INC K’taka candidate threatening  ‘unending bloodshed of Hindus’ if voted to power	None	http://www.altnews.in/did-inc-ktaka-candidate-promise-unending-bloodshed-of-hindus-if-voted-to-power/	None	None	None	Arjun Sidharth	None	Viral: Fake news about INC K’taka candidate threatening  ‘unending bloodshed of Hindus’ if voted to power	2018-05-03T16:30:26+00:00	None
165	Rajeev Chandrasekhar shares fake tweet about Twitter being paid to trend #GoBackModi	None	http://www.altnews.in/rajeev-chandrasekhar-shares-fake-tweet-about-twitter-being-paid-to-trend-gobackmodi/	None	None	None	Alt News Desk	None	Rajeev Chandrasekhar shares fake tweet about Twitter being paid to trend #GoBackModi	2018-05-03T14:51:46+00:00	None
166	Did Kolkata Metro come out in support of passengers who thrashed a young couple?	None	http://www.altnews.in/did-kolkata-metro-come-out-in-support-of-passengers-who-thrashed-a-young-couple/	None	None	None	Alt News Desk	None	Did Kolkata Metro come out in support of passengers who thrashed a young couple?	2018-05-02T21:26:02+00:00	None
167	April round up: Misinformation about Kathua rape floods social media	None	http://www.altnews.in/april-round-up-misinformation-about-kathua-rape-floods-social-media/	None	None	None	Arjun Sidharth	None	April round up: Misinformation about Kathua rape floods social media	2018-05-02T20:38:40+00:00	None
168	Misleading NASA maps posted by Piyush Goyal to depict total rural electrification	None	http://www.altnews.in/misleading-nasa-maps-posted-by-piyush-goyal-to-depict-total-rural-electrification/	None	None	None	Pratik Sinha	None	Misleading NASA maps posted by Piyush Goyal to depict total rural electrification	2018-05-02T14:09:36+00:00	None
169	Led by IANS, media outlets fall for a parody account of Tripura CM Biplab Deb	None	http://www.altnews.in/led-by-ians-media-outlets-fall-for-a-parody-account-of-tripura-cm-biplab-deb/	None	None	None	Alt News Desk	None	Led by IANS, media outlets fall for a parody account of Tripura CM Biplab Deb	2018-05-02T00:02:03+00:00	None
170	Viral: Fake quote attributed to journalist Ravish Kumar on Ghazipur rape case	None	http://www.altnews.in/viral-fake-quote-attributed-to-journalist-ravish-kumar-on-ghazipur-rape-case/	None	None	None	Priyanka Jha	None	Viral: Fake quote attributed to journalist Ravish Kumar on Ghazipur rape case	2018-05-01T17:25:52+00:00	None
171	Viral video claims one ‘Mohammed Ilyas’ arrested for Kathua incident; What’s the truth?	None	http://www.altnews.in/viral-video-claims-one-mohammed-ilyas-arrested-for-kathua-incident-whats-the-truth/	None	None	None	Arjun Sidharth	None	Viral video claims one ‘Mohammed Ilyas’ arrested for Kathua incident; What’s the truth?	2018-04-27T21:05:49+00:00	None
172	Viral: Photoshopped image of Times of India article on Modi and Xi	None	http://www.altnews.in/viral-photoshopped-image-of-times-of-india-article-on-modi-and-xi/	None	None	None	Alt News Desk	None	Viral: Photoshopped image of Times of India article on Modi and Xi	2018-04-27T16:51:30+00:00	None
173	Unrelated video shared as raid on K’taka minister D. Shivakumar, linked to cash crunch	None	http://www.altnews.in/unrelated-video-shared-as-raid-on-ktaka-minister-d-shivakumar-linked-to-cash-crunch/	None	None	None	Arjun Sidharth	None	Unrelated video shared as raid on K’taka minister D. Shivakumar, linked to cash crunch	2018-04-26T19:29:26+00:00	None
174	Serial faker ShankhNaad spreads fake news about woman attacked by Muslims in Kerala	None	http://www.altnews.in/serial-faker-shankhnaad-spreads-fake-news-about-woman-attacked-by-muslims-in-kerala/	None	None	None	Alt News Desk	None	Serial faker ShankhNaad spreads fake news about woman attacked by Muslims in Kerala	2018-04-26T15:57:52+00:00	None
175	Viral: Fake claim on 120 crore cash seized from BJP worker in Karnataka	None	http://www.altnews.in/viral-fake-claim-on-120-crore-cash-seized-from-bjp-worker-in-karnataka/	None	None	None	Arjun Sidharth	None	Viral: Fake claim on 120 crore cash seized from BJP worker in Karnataka	2018-04-25T15:49:15+00:00	None
